,nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
0,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-29 16:36,(주)피디지 디디피지점 (서울특별시 중구 을지로 281),주한 덴마크 대사와의 국빈방문 논의 간담회,국제관계대사 등 4 명,카드,17000
1,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-29 13:06,주)스타벅스커피코리아 (서울  중구  소공동),잠비아 대사 등 대표단 지급용 음료 비용 지급,국제협력관 등 5 명,카드,23100
2,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-29 12:54,로즈힐 (경기 과천시 광명로 181),서울세계도시문화축제 준비 관련 간담회,국제정책팀장 등 6 명,카드,99000
3,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-29 12:10,(주)차차 (서울특별시 중구 무교로 19),주한 덴마크 대사관과의 실무 협의 간담회,미주구주팀장 등 4 명,카드,44000
4,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-28 20:40,재단법인  세종문화회관삼청각 (서울 성북구 대사관로 3),중국 산둥성장 서울시 방문행사 관련 만찬식비,중국팀장 등 23 명,카드,490000
5,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-28 19:46,(주)태그린샤이바나광화문점 (서울  중구  세종대로  136),잠비아 대사관과의 ODA 지원방안 논의 간담회,국제협력관 등 8 명,카드,149500
6,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-28 12:33,고려삼계탕 (서울 종로구 세종대로23길 5-1),산둥성 사전선발대와의 의전 논의 간담회,박인성 주무관 등 4 명,카드,47000
7,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-28 12:00,돈수백 (서울  중구  남대문로9길),광둥성 기업인과의 조찬간담회 준비 간담회,중국팀장 등 5 명,카드,51000
8,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-27 20:10,커피빈코리아 종로관철동점 (서울특별시 종로구 청계천로 83),산둥성장 서울시 방문 행사 관련 간담회,국제정책팀장 등 10 명,카드,55300
9,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-27 16:45,스쿨푸드 종로딜리버리점 (서울특별시 종로구 대학로 36-9),부서 직원 격려 간담회,김준태 주무관 등 15 명,카드,106000
10,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-27 12:57,"엘쁠라또 (서울 중구 세종대로 136,)",이라크 대사관 도서기증 방안 논의 간담회,아시아팀장 등 7 명,카드,122800
11,17620644,2019년 3월 국제교류담당관 업무추진비 내역,http://opengov.seoul.go.kr/public/17620644,서울시본청,기획조정실,국제교류담당관,,,2019,3,,,,기획조정실 국제교류담당관,2019-03-27 12:37,동해수산 (서울 중구 무교로 16),백악관 펠로우십 서울시청 방문행사 준비 간담회,미주구주팀장 등 7 명,카드,129000
