,nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
0,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-30 09:20,시청매점(중구 덕수궁길),부서원 내방민원을 위한 차류 등 구매,부서원,카드,200000
1,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-30 12:13,신의주찹쌀순대(중구 서소문로),시범데이터 수집 관련 업무협의,심원보외5명,제로페이,48000
2,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-30 12:33,도레도레(중구 세종대로),빅데이터시행계획 추진 업무협의,안정준외2명,카드,13200
3,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-26 12:55,문어세상(중구 세종대로),데이터 융합 업무협의,심원보외3명,제로페이,39000
4,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-26 20:15,정든다락(중구 덕수궁길),서울시민 도시생활 데이터 시범서비스 업무협의,안정준외4명,제로페이,62000
5,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-25 12:43,엔제리너스(중구 무교동),데이터분석 실국지원 업무협의,안정준외1명,제로페이,10700
6,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-24 12:23,디초콜릿(중구 세종대로),데이터 관리체계 업무협의,안정준외4명,카드,15200
7,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-24 18:44,동해일식(중구 무교로),데이터 관리체계 업무협의,안정준외4명,제로페이,75000
8,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-23 12:16,탐앤탐스(중구 서소문로),부서원 사기앙양을 위한 소통간담회,심원보외4명,제로페이,20500
9,20666623,2020년 6월 서울시본청 스마트도시정책관 빅데이터담당관 업무추진비 - 시책추진 부서운영,http://opengov.seoul.go.kr/public/20666623,서울시본청,스마트도시정책관,빅데이터담당관,,,2020,6,,,,스마트도시정책관 빅데이터담당관,2020-06-23 20:04,하남돼지집(중구 서소문로),부서원 사기앙양을 위한 소통간담회,심원보외4명,제로페이,114000
